Pradiniai duomenys:
#    | Name            | Year  | Grade | Hash
---------------------------------------------------------------------------------------------------------
664  | Meriel          | 1     | 9.99  | 
665  | Aurelie         | 4     | 7.71  | 
666  | Tina            | 1     | 9.58  | 
667  | Dominga         | 1     | 7.12  | 
668  | Natka           | 4     | 9.82  | 
669  | Barbi           | 1     | 8.58  | 
670  | Carolina        | 2     | 9.41  | 
671  | Malina          | 4     | 9.12  | 
672  | Bibby           | 2     | 7.19  | 
673  | Julieta         | 2     | 7.75  | 
674  | Heddie          | 1     | 8.71  | 
675  | Kayla           | 2     | 9.91  | 
676  | Dorthy          | 2     | 7.27  | 
677  | Tomasina        | 2     | 9.81  | 
678  | Vanessa         | 1     | 7.79  | 
679  | Ardys           | 2     | 9.66  | 
680  | June            | 2     | 8.19  | 
681  | Ardys           | 3     | 9.47  | 
682  | Anthia          | 4     | 7.89  | 
683  | Dennie          | 2     | 8.94  | 
684  | Alexine         | 3     | 9.25  | 
685  | Cyb             | 2     | 8.86  | 
686  | Bernardine      | 4     | 8.26  | 
687  | Jaime           | 1     | 8.4   | 
688  | Doro            | 1     | 8.73  | 
689  | Tabbatha        | 4     | 7.99  | 
690  | Frieda          | 4     | 7.78  | 
691  | Moyna           | 4     | 7.94  | 
692  | Addia           | 2     | 9.06  | 
693  | Gabi            | 4     | 8.22  | 
694  | Sharlene        | 3     | 8.28  | 
695  | Valeda          | 3     | 9.73  | 
696  | Augustine       | 4     | 7.61  | 
697  | Sophia          | 4     | 8.01  | 
698  | Chickie         | 1     | 9.37  | 
699  | Lorenza         | 3     | 9.82  | 
700  | Shell           | 2     | 7.03  | 
701  | Gilda           | 2     | 7.61  | 
702  | Jeanna          | 4     | 7.04  | 
703  | Judy            | 3     | 8.97  | 
704  | Etta            | 2     | 7.67  | 
705  | Josephine       | 2     | 7.81  | 
706  | Kore            | 4     | 9.97  | 
707  | Britte          | 3     | 8.05  | 
708  | Jemie           | 3     | 8.37  | 
709  | Cassandra       | 2     | 7.07  | 
710  | Elmira          | 3     | 9.77  | 
711  | Gusty           | 1     | 8.84  | 
712  | Darci           | 2     | 8.81  | 
713  | Jackie          | 4     | 8.57  | 
714  | Anallese        | 2     | 9.32  | 
715  | Clarice         | 3     | 7.35  | 
716  | Sharlene        | 2     | 8.71  | 
717  | Marika          | 3     | 9.79  | 
718  | Maye            | 2     | 9.41  | 
719  | Rubie           | 1     | 8.69  | 
720  | Therine         | 3     | 9.96  | 
721  | Berget          | 1     | 8.94  | 
722  | Lorie           | 1     | 8.41  | 
723  | Sophia          | 3     | 9.45  | 
724  | Florencia       | 4     | 7.71  | 
725  | Selia           | 2     | 7.5   | 
726  | Bee             | 2     | 8.35  | 
727  | Cherilyn        | 1     | 9.1   | 
728  | Emmey           | 4     | 9.71  | 
729  | Codie           | 2     | 8.08  | 
730  | Chloris         | 3     | 9.81  | 
731  | Deedee          | 3     | 8.56  | 
732  | Natka           | 3     | 8.59  | 
733  | Giustina        | 1     | 9.31  | 
734  | Hollie          | 2     | 8.83  | 
735  | Hyacinthe       | 4     | 8.31  | 
736  | Lexine          | 2     | 8.29  | 
737  | Cyb             | 4     | 8.67  | 
738  | Chickie         | 1     | 9.72  | 
739  | Johna           | 2     | 9.88  | 
740  | Dulcinea        | 3     | 7.55  | 
741  | Millie          | 4     | 7.24  | 
742  | Almeta          | 3     | 8.77  | 
743  | Codie           | 3     | 9.22  | 
744  | Jaime           | 4     | 9.52  | 
745  | Georgetta       | 3     | 8.79  | 
746  | Hildegaard      | 4     | 9.9   | 
747  | Myrtice         | 4     | 8.91  | 
748  | Minda           | 1     | 9.45  | 
749  | Rochette        | 3     | 7.21  | 
750  | Lacie           | 4     | 7.06  | 
751  | Fawne           | 4     | 9.17  | 
752  | Cherrita        | 3     | 7.82  | 
753  | Marnia          | 3     | 7.18  | 
754  | Wanda           | 2     | 9.8   | 
755  | Therine         | 2     | 9.95  | 
756  | Wendi           | 1     | 7.41  | 
757  | Loree           | 2     | 8.82  | 
758  | Gwyneth         | 1     | 9.21  | 
759  | Cyndie          | 4     | 9.03  | 
760  | Marinna         | 3     | 7.82  | 
761  | Hettie          | 3     | 9.83  | 
762  | Theodora        | 4     | 7.76  | 
763  | Heddie          | 3     | 9.92  | 
764  | Lucille         | 1     | 9.05  | 
765  | Kore            | 1     | 9.51  | 
766  | Sheelagh        | 4     | 7.71  | 
767  | Shandie         | 3     | 8.11  | 
768  | Shaylyn         | 1     | 9.85  | 
769  | Farrah          | 4     | 8.94  | 
770  | Dorene          | 2     | 8.01  | 
771  | Mariann         | 3     | 8     | 
772  | Charlena        | 4     | 7.14  | 
773  | Hallie          | 4     | 9.84  | 
774  | Ira             | 3     | 9.78  | 
775  | Agathe          | 1     | 7.78  | 
776  | Caryl           | 3     | 8.72  | 
777  | Claudina        | 4     | 7.12  | 
778  | Layla           | 4     | 7.31  | 
779  | Ellette         | 4     | 9.92  | 
780  | Nariko          | 3     | 8.06  | 
781  | Genevra         | 2     | 7.38  | 
782  | Tina            | 1     | 9.57  | 
783  | Roxane          | 2     | 7.62  | 
784  | Danny           | 4     | 9.89  | 
785  | Stacey          | 2     | 7.14  | 
786  | Sadie           | 3     | 7.15  | 
787  | Wilma           | 3     | 8.37  | 
788  | Rhea            | 3     | 8.45  | 
789  | Kittie          | 3     | 7.99  | 
790  | Gabriellia      | 2     | 9.82  | 
791  | Wilma           | 1     | 9.48  | 
792  | Mignon          | 1     | 9.1   | 
793  | Corina          | 1     | 7.69  | 
794  | Lexine          | 4     | 7.12  | 
795  | Shaylyn         | 1     | 9.34  | 
796  | Lusa            | 2     | 7.57  | 
797  | Olwen           | 3     | 8.4   | 
798  | Tina            | 3     | 9.7   | 
799  | Randa           | 2     | 8.43  | 
800  | Nananne         | 1     | 7.41  | 
801  | Danika          | 1     | 9.42  | 
802  | Janeczka        | 3     | 9.44  | 
803  | Jorry           | 3     | 7.86  | 
804  | Cassandra       | 4     | 8.48  | 
805  | Trudie          | 3     | 8.68  | 
806  | Etta            | 2     | 9.26  | 
807  | Ada             | 1     | 9.3   | 
808  | Ottilie         | 4     | 8.45  | 
809  | Marinna         | 3     | 9.1   | 
810  | Farrah          | 4     | 9.34  | 
811  | Arlena          | 2     | 7.7   | 
812  | Lelah           | 3     | 9.88  | 
813  | Fanchon         | 1     | 9.6   | 
814  | Dorothy         | 4     | 8.52  | 
815  | Riannon         | 4     | 9.62  | 
816  | Karina          | 2     | 8.06  | 
817  | Trudie          | 2     | 7.51  | 
818  | Kalina          | 1     | 9.96  | 
819  | Vita            | 1     | 7.7   | 
820  | Veda            | 2     | 7.16  | 
821  | Carmela         | 2     | 9.16  | 
822  | Sarette         | 1     | 9.71  | 
823  | Gui             | 4     | 8.81  | 
824  | Lorenza         | 3     | 9.37  | 
825  | Gabi            | 3     | 8.32  | 
826  | Harrietta       | 4     | 9.1   | 
827  | Margette        | 1     | 7.87  | 
828  | Barbi           | 1     | 9.44  | 
829  | Raquela         | 2     | 9.54  | 
830  | Glenda          | 3     | 9.7   | 
831  | Gavrielle       | 4     | 9.55  | 
832  | Agnese          | 3     | 7.57  | 
833  | Paola           | 2     | 8.8   | 
834  | Abbie           | 2     | 9.58  | 
835  | Carilyn         | 2     | 7.01  | 
836  | Judy            | 4     | 7.3   | 
837  | Cyb             | 2     | 8.49  | 
838  | Lonnie          | 1     | 8.69  | 
839  | Elora           | 2     | 7.39  | 
840  | Celisse         | 3     | 7.67  | 
841  | Darlleen        | 1     | 7.46  | 
842  | Justinn         | 4     | 7.14  | 
843  | Laurene         | 4     | 9.53  | 
844  | Dawn            | 4     | 9.24  | 
845  | Marline         | 4     | 7.55  | 
846  | Mallory         | 2     | 8.3   | 
847  | Carmencita      | 1     | 7.84  | 
848  | Kimberley       | 1     | 9.73  | 
849  | Ericka          | 2     | 9.19  | 
850  | Ricky           | 4     | 8.36  | 
851  | Nicoli          | 3     | 9.91  | 
852  | Adore           | 4     | 7.28  | 
853  | Alejandra       | 2     | 9.84  | 
854  | Mamie           | 3     | 8.85  | 
855  | Dorothy         | 4     | 9.18  | 
856  | Gui             | 2     | 8.54  | 
857  | Myrtice         | 2     | 7.48  | 
858  | Marcelline      | 1     | 7.52  | 
859  | Lisette         | 4     | 7.32  | 
860  | Di              | 2     | 9.09  | 
861  | Anica           | 1     | 9.08  | 
862  | Shirlee         | 2     | 9.51  | 
863  | Annecorinne     | 1     | 9.09  | 
864  | Ericka          | 1     | 8.76  | 
865  | Debee           | 2     | 7.9   | 
866  | Jenilee         | 1     | 8.55  | 
867  | Gianina         | 1     | 9.63  | 
868  | Lorie           | 2     | 8.09  | 
869  | Sabina          | 1     | 9.85  | 
870  | Sherrie         | 2     | 7.56  | 
871  | Larine          | 4     | 7.69  | 
872  | Stacey          | 2     | 8.02  | 
873  | Tera            | 1     | 9.72  | 
874  | Ulrike          | 3     | 9     | 
875  | Ariela          | 4     | 7.45  | 
876  | Lauryn          | 3     | 8.27  | 
877  | Sharai          | 1     | 9.14  | 
878  | Mamie           | 2     | 7.14  | 
879  | Concettina      | 4     | 9.4   | 
880  | Karolina        | 2     | 8.07  | 
881  | Catrina         | 2     | 8.38  | 
882  | Jeanna          | 1     | 7.72  | 
883  | Anthia          | 3     | 8.98  | 
884  | Elise           | 3     | 8.95  | 
885  | Sallie          | 4     | 7.87  | 
886  | Fernande        | 1     | 9.49  | 
887  | Jean            | 2     | 9.36  | 
888  | Mireielle       | 3     | 8.12  | 
889  | Nicoli          | 1     | 9.65  | 
890  | Desirae         | 1     | 9.87  | 
891  | Myriam          | 2     | 8.64  | 
892  | Ebonee          | 1     | 8.8   | 
893  | Oralee          | 3     | 9.72  | 
894  | Angela          | 1     | 7.57  | 
895  | Veda            | 1     | 9.88  | 
896  | Candy           | 1     | 7.56  | 
897  | Annecorinne     | 3     | 7.36  | 
898  | Winifred        | 4     | 9.24  | 
899  | Bertine         | 4     | 8.12  | 
900  | Malina          | 1     | 7.55  | 
901  | Renae           | 2     | 8.27  | 
902  | Sherrie         | 3     | 9.53  | 
903  | Fernande        | 3     | 7.77  | 
904  | Morganica       | 4     | 9.57  | 
905  | Rosanne         | 4     | 9.31  | 
906  | Tera            | 2     | 8.66  | 
907  | Collen          | 1     | 8.15  | 
908  | Joy             | 2     | 9.26  | 
909  | Christy         | 4     | 8.8   | 
910  | Karlee          | 1     | 9.95  | 
911  | Mahalia         | 4     | 9.35  | 
912  | Jenda           | 1     | 8.4   | 
913  | Roz             | 4     | 7.32  | 
914  | Bee             | 2     | 8.94  | 
915  | Elmira          | 1     | 7.84  | 
916  | Tressa          | 2     | 8.03  | 
917  | Arlena          | 2     | 9.58  | 
918  | Annecorinne     | 1     | 7.79  | 
919  | Merci           | 4     | 9.54  | 
920  | Lindie          | 3     | 8.91  | 
921  | Madelle         | 3     | 7.55  | 
922  | Jolyn           | 3     | 8.88  | 
923  | Tani            | 4     | 8.68  | 
924  | Jacenta         | 2     | 9.87  | 
925  | Wanda           | 3     | 7.94  | 
926  | Fernande        | 3     | 7.29  | 
927  | Mallory         | 4     | 8.35  | 
928  | Chere           | 3     | 9.56  | 
929  | Britni          | 3     | 7.97  | 
930  | Arlina          | 4     | 7.16  | 
931  | Merle           | 4     | 8.41  | 
932  | Mara            | 4     | 8.11  | 
933  | Tomasina        | 3     | 9.23  | 
934  | Mahalia         | 3     | 8.28  | 
935  | Ricky           | 2     | 9.43  | 
936  | Clementine      | 4     | 8.58  | 
937  | Shandie         | 4     | 8.43  | 
938  | Farrah          | 4     | 9.25  | 
939  | Celisse         | 4     | 7.32  | 
940  | Sophia          | 2     | 7.3   | 
941  | Cherilyn        | 1     | 9.25  | 
942  | Vonny           | 4     | 9.25  | 
943  | Lynea           | 1     | 8.12  | 
944  | Harrietta       | 2     | 9.27  | 
945  | Chastity        | 1     | 7.15  | 
946  | Jacquetta       | 1     | 9.45  | 
947  | Silvana         | 2     | 7.12  | 
948  | Cherrita        | 4     | 9.98  | 
949  | Hope            | 2     | 9.24  | 
950  | Stephanie       | 2     | 7.81  | 
951  | Natka           | 1     | 7.04  | 
952  | Briney          | 3     | 8.72  | 
953  | Fredericka      | 4     | 8.83  | 
954  | Amelia          | 4     | 8.83  | 
955  | Catrina         | 3     | 7.53  | 
956  | Kellen          | 2     | 7.18  | 
957  | Shauna          | 2     | 9.26  | 
958  | Elyssa          | 1     | 8.59  | 
959  | Aurelie         | 2     | 7.21  | 
960  | Antonietta      | 3     | 7.78  | 
961  | Daphne          | 2     | 8.76  | 
962  | Ada             | 2     | 8.29  | 
963  | Jenilee         | 4     | 9.17  | 
964  | Edyth           | 2     | 7.28  | 
965  | Flory           | 2     | 8.39  | 
966  | Gianina         | 4     | 9.72  | 
967  | Libbie          | 4     | 7.87  | 
968  | Ezmeralda       | 2     | 8.42  | 
969  | Ivett           | 4     | 8.76  | 
970  | Tarra           | 4     | 7.53  | 
971  | Ricky           | 2     | 9.54  | 
972  | Ebonee          | 1     | 9.95  | 
973  | Jemie           | 2     | 7.01  | 
974  | Debee           | 2     | 7.64  | 
975  | Merrie          | 4     | 8.44  | 
976  | Tomasina        | 1     | 9.07  | 
977  | Eve             | 3     | 8.34  | 
978  | Sharai          | 1     | 7.04  | 
979  | Brena           | 2     | 9.17  | 
980  | Kimberley       | 4     | 9.49  | 
981  | Linet           | 2     | 7.14  | 
982  | Tera            | 3     | 9.53  | 
983  | Allyce          | 4     | 8.77  | 
984  | Ekaterina       | 1     | 9.73  | 
985  | Emma            | 2     | 7.71  | 
986  | Laurene         | 1     | 8.07  | 
987  | Johna           | 1     | 8.72  | 
988  | Blake           | 4     | 7     | 
989  | Dulce           | 4     | 8.77  | 
990  | Ginnie          | 3     | 7.35  | 
991  | Karlee          | 4     | 9.9   | 
992  | Nerta           | 1     | 9.9   | 
993  | Lacie           | 4     | 9.28  | 
994  | Karly           | 3     | 8.24  | 
995  | Elka            | 4     | 9.81  | 
996  | Lenna           | 1     | 9.32  | 
997  | Barbara         | 1     | 9.33  | 
998  | Livvyy          | 1     | 9.32  | 
999  | Nita            | 3     | 8.05  | 
1000 | Marleah         | 4     | 7.31  | 
---------------------------------------------------------------------------------------------------------
Rezultatai:
#    | Name            | Year  | Grade | Hash
---------------------------------------------------------------------------------------------------------
1    | Lita            | 1     | 7     | bb448ba09ab6489375bf6e4b2bd0df3981cdc0c29eb41d4b306afcaf29bc2390
2    | Joy             | 1     | 7.03  | d4fce7e4d4ad3fbcf70026e2053a26ef867670c8dc2458eda508887d6185f5e0
3    | Penelopa        | 1     | 7.03  | 0409dc3c953488073d2f11ec1fe89db7da5d204224419f0cfbad16c83222fa8f
4    | Natka           | 1     | 7.04  | d417678c486df5a6b3d343ccd625c53c404c35d7860a30cf1ba8469602debdc9
5    | Sharai          | 1     | 7.04  | 65606a8036cf3b0a3cb6387ba8917df3eca374057a92ab5ed796a59dfe27cfe0
6    | Dominga         | 1     | 7.12  | 21e4b6712388153b6b22b420c74d360d77b73210db3e302147f62b3cb8f87d38
7    | Kristan         | 1     | 7.13  | 182229866166909d5168d05319c6912565d2e63a02b84f2d9ea961e94c5213e5
8    | Chastity        | 1     | 7.15  | 0f7014c7b9f9d1688366707ac4fc3d488bb0568940627f080e3501d903fcbf5b
9    | Cassandra       | 1     | 7.18  | 25da61fd0d4aad52685062c3e7c3fee53fbedf3d8851456cfc23245c18507692
10   | Anallese        | 1     | 7.19  | d684052605cd981bc6630542a8b84f575bb7314ab35016c39e22e96f1b70218a
11   | Berget          | 1     | 7.21  | 549c08cf938bf3cf54aa49cd8e3bb515c6298322df00d70f14a5114ac88c64a2
12   | Yolane          | 1     | 7.22  | 5511fb067964528602401c6d778edc2fb51b1b06be71bc73bae0a3bad228e93f
13   | Luci            | 1     | 7.22  | fc119d8e2a0a030b21283ae9ef9d3fcb1f490ccbc29963ec4a2e69e404d136f9
14   | Fanchon         | 1     | 7.24  | 0223f67d2c7a680629ea1f1e5c984d6b333792dcdd4dbd72087cc18f34bf26a3
15   | Belinda         | 1     | 7.24  | 8e7f935bfd6d9e95babe966b12a87ba03eda08e5c57ba8bad3799bef903f3f5c
16   | Delilah         | 1     | 7.26  | 6d68134575ea32d28ceccabe3daec6c39420eacbae257b44b448add13e001ee8
17   | Nadine          | 1     | 7.26  | cd7e65ea8f524871c488a77f8bad7cc608023723e134772142f454c3907ca8e0
18   | Annice          | 1     | 7.27  | 08c070e8a067a3089d3ac996238f6a277d879d6b790696904c4d4eafba4a1aaf
19   | Lorne           | 1     | 7.29  | 0c29d2070e376b9a7df65644fa47efeb61e5a449f0cf8287ed46c4837795bb42
20   | Dianemarie      | 1     | 7.31  | ca8d78b362f8195874d9765cff4fa7f59a04e7f1f732dd8aec4af2ea0907f458
21   | Dorice          | 1     | 7.31  | c566acb2f2dc0b752c4e2ad56b6ceca1c838ad01ae2510ffb97ed04046d7c233
22   | Dari            | 1     | 7.35  | f4e35a54d6f0baea5b9b8c0752aa606daa2377347cad6bf085d60d7fe0ab7db9
23   | Chloris         | 1     | 7.35  | d56c5738915190a39407f8a7a2228c71cbedb08731f6669e308f6a4874ea2c11
24   | Laure           | 1     | 7.36  | 0d8d6812c2c727dff0bdfb61c0b8536456a7379bc3eade0fa3ff689d3cb02144
25   | Merry           | 1     | 7.37  | df449adbe2c3bfc7014e55efee22515bb07a4d1f11b3acfef8fd6f58fbf591f2
26   | Georgetta       | 1     | 7.38  | 6f14b59f8a207005a9b0d4783fb31af7ffbfc3b1a14ecc13ce77d35fa8bf4562
27   | Doralynne       | 1     | 7.39  | 2890b645b0bd656247e16f4f4dfcb55c6d21c60bad04db37b4b05b7e47e05858
28   | Wendi           | 1     | 7.41  | 819562345e52c6321d3af15e1b7f115dd5af7689932af26297d2533a8832fee6
29   | Nananne         | 1     | 7.41  | a4933f6f1f44147415df702227bb5f5cadd8c1e43e3f5c8c66eeee6d1eebdd9a
30   | Aubrie          | 1     | 7.42  | 20a36eb5b66241ea9baeb5e9bfc4c5c45f542caf3e904c6657084df2293bf86c
31   | Lila            | 1     | 7.46  | 200344590ae987efa9e22fcab75f5013efec89887384bb76d568ddee2a8f51a2
32   | Darlleen        | 1     | 7.46  | dc4c5cc0e5e15f3f692be4ed7f2870582350599f6a67d61dd1742a362872339c
33   | Elise           | 1     | 7.49  | 05a79523dffd16477c6f7360f2ac6d8a3195f35e3c4f3001e46fd8588a9ea85d
34   | Yolane          | 1     | 7.49  | 73d3c189ce473557ea754b572413e69852e08868efbf78bcde54f9a787afc87c
35   | Elise           | 1     | 7.49  | 95703292d099912713f12df9252b946d7ac1329b9f15d8dac66a665303007b49
36   | Noelle          | 1     | 7.5   | 4b4e943bac3e2faf0f2fd44644510f719598b6a89ff703f3247d46b4cd675baf
37   | Marcelline      | 1     | 7.52  | 5ca04b4ed97e1fba7ea4dde8399492855f4dbaa27fd4ea8c01417d40f278eed8
38   | Fawne           | 1     | 7.53  | 9760ebf6ee8d798c4ebbd01b76e5b1c7731cd9401196ce9136dacaf85795f697
39   | Marline         | 1     | 7.53  | 7148e18185021d650711de947760234e7206f3714c820c75f0aaa31e38a0ad5a
40   | Malina          | 1     | 7.55  | 13bb4d92c4407af0b48a5fd8d416e91e975c4d29084761e6ce19ddaf73837d6b
41   | Beatriz         | 1     | 7.56  | 1b685dfb85de37ce0a84d99e36028d55a3963b91f9ce1b4124f638981c5d3ec1
42   | Hollie          | 1     | 7.56  | 70ab0606ff0e480d3a5c4a98f729b5d52be12ed3f39676d2b505761d835a4923
43   | Candy           | 1     | 7.56  | 78f2d9c9b2589e937d66de00c1ad320524ef562d428b15bb548bcfe22d2b8a7f
44   | Angela          | 1     | 7.57  | 1ccd2b6e638ff12bb34efe03036fcbac034575dd7791b42d53a13a6edfc36c4b
45   | Myriam          | 1     | 7.61  | a4948b327f09fea3f9e02044f9c57ec2cb0f7e6f278a446430e0b57ee790453b
46   | Susan           | 1     | 7.67  | b398cc452e4eb54e61647bbbc136f18988266f4f77770f710c2bb82786390743
47   | Glynnis         | 1     | 7.68  | b0928aed72184411b6b86b4f543234e41c6d0fb37bd4ac5a7f75bf84e58983dd
48   | Corina          | 1     | 7.69  | 0597862218e72a492e1c40e9ad2f0531d446b0b23b7b37f137b84d70def95b50
49   | Vita            | 1     | 7.7   | 6fe036b02460af90885f977cbf50441dabb893929c698676376750b49bec17d5
50   | Aimil           | 1     | 7.71  | ba2f237e92483afe85d53dd9eae77405b2f73501db18e87b87c1ca00acd30ae4
51   | Cam             | 1     | 7.71  | 0841c1a63dcd116b4f17b570e57b2fdf0ef34bdbdffd2dd93f18e440754976c9
52   | Jeanna          | 1     | 7.72  | 42290242e32854335882978a8f605a6ee1a452bc3da2aa43ed0176eba4e38122
53   | Ebonee          | 1     | 7.74  | bec94d08359cf2fac337e04f2e6cdcd853c367436a04a68dc0dea06abf7b7f20
54   | Gilligan        | 1     | 7.74  | 3a70142bdcbba77c387c61581368847af2d633abf5b7ef018a317747a0c91478
55   | Agathe          | 1     | 7.78  | 99a9ee38f4e5d21390f2c02832b6e3587754d0ccd133a29f3a2f9e721b592ab6
56   | Vanessa         | 1     | 7.79  | 2dc89ef69c2d1aeadf604ba66bdaadf08a59d6243721747625d80ea5b74aec73
57   | Annecorinne     | 1     | 7.79  | 356dce6fb8f365be27ab4119ac82cb393d6d7a61cb03070bb4c5761a3a5bc7fa
58   | Frank           | 1     | 7.82  | 809a28b3556bbff7e6e566d9ebedfbfd91a14e00e6b807b6abf98c5aa2bbe984
59   | Deloria         | 1     | 7.83  | 431af58ac3f6c07b07f17734ca256a568bf657f106e1576570f303cbd4744f19
60   | Carmencita      | 1     | 7.84  | e20f31014ff72a615845ff62c8a7bcbae861e9badd1f670dd1e3ef0115ed989f
61   | Elmira          | 1     | 7.84  | 4ab3edffb6de18bdbd531389c6b78326d1d50b9b379703d1b99c282c77994b94
62   | Imojean         | 1     | 7.86  | d9ec9931aac2201dc6a98a270df9c0054f3aa9afb2569338d524daa6c889b6fb
63   | Margette        | 1     | 7.87  | ede00134e375abe3f45a9a6f99cbb51461aa2024415b09ebf74054c01ad5ff0c
64   | Blinni          | 1     | 7.88  | 2ac0484029a441392861c28e8d7bdfd22506af24e269a5d9dc45a8704479e673
65   | Barbi           | 1     | 7.9   | 6b232e922272cdaf523807cb2aed52086c0a6bcecddc9517643a3ecca18d2846
66   | Claudina        | 1     | 7.9   | c55da7e90a5af5ede0e2d040c59148bd917c49c741ac4e8111def94dff9876d5
67   | Zia             | 1     | 7.92  | 2c33be056a05e38cf4a05c67f50e62fef7d96062bc68a828ca705a892ab913b6
68   | Marguerite      | 1     | 7.96  | 97b6941ef15ecc337a02518cc3116dc06dbcbcbb93ad96de214cdfc39c3aef76
69   | Elise           | 1     | 7.96  | cbba747ccf8d255a97d785ff4fd20a87669852f03de529c2ca89cd9c7ba3b58c
70   | Fernande        | 1     | 7.99  | 0c49e4dd30cd7ab498574d37a07985e3d3716d07cbf398e39565c5b9d6eac66c
71   | Kelly           | 1     | 8     | c949c1b2bac54cdb165ae146e338f831a82c32eae740da9e7ce3c112756a45ea
72   | Ivett           | 1     | 8.05  | 4374df35e6a663b8727698ddc7c432b0a544b829e9cbaa0eb2c1851086fd9ed5
73   | Aryn            | 1     | 8.06  | 3e7209e786eb4bb87bcec0e8898bf39e3170551e4ab61e0bd63e5e31990ef4e8
74   | Laurene         | 1     | 8.07  | 5d5b9a488ba4cdf0044478c9510c33ede2577dad3817711cb42f474a9e42388b
75   | Lelah           | 1     | 8.08  | 6a4ebac4a734b89fcfc0d51e23bea0c010a68287d22b1a9a8df9c42151957071
76   | Romona          | 1     | 8.11  | 853512aef9ef806adccdf9083cf5ebad048ab520435e269cb464dde31e3b84a8
77   | Ardys           | 1     | 8.12  | f8842a23e0eed6d8174d443fa42adc176122cb17ee39cab2e84ff50bfe46c1a4
78   | Viki            | 1     | 8.12  | fd896f559dd9323de5bdd8c035a4735677a74e755702ad70c1ec0e5dd5248e97
79   | Lynea           | 1     | 8.12  | e24764ce90a6aedfb02a5f8d817096aaed6c3f39f26f79b2b95a5524586edbc9
80   | Lolita          | 1     | 8.13  | 08de809cf86a1bec71bb5d24c010c9038d6dda0d48b928d11fdb3205fd9d4fd8
81   | Reeba           | 1     | 8.13  | 7839fdfeca9b3cfb3f22fdc2f632394084bddfe848cc475b3aa128d897631233
82   | Collen          | 1     | 8.15  | a6dc868f7240721a694e669d552088121512e47f817653eddfb0a716b5b8e0c1
83   | Hayley          | 1     | 8.19  | 7c2eaac9a2194f604164d27dda5a2b7255938206acd9d8e75e7099dbdc6956ad
84   | Netty           | 1     | 8.21  | dc24f623e200300e03ee7054da531809ab77302b5fe72baba97f8dddd860ed1e
85   | Cyndie          | 1     | 8.29  | 1e86e390651bb2e7e5ea2516b3769cc8858c57b5d3a5088806018bd9313f7442
86   | Averyl          | 1     | 8.29  | 5d595fd50344048ddf1bf7f1e0fad809382fa97e878fbaf28bc33ac9261efffc
87   | Jenda           | 1     | 8.35  | 25d05a813c05f4ee3448ae83163e39c3653995b39cb25da6a1ab622c3307f239
88   | Chastity        | 1     | 8.37  | 7aa098fedb0ee6e41f7e19085e7c7fad526f5d1572e8284b2975db64aa7e3c9d
89   | Henriette       | 1     | 8.38  | 7cffb99713c736a3bc52626ff675de0d21fe2ed79d37f266f27c2e8d386fa475
90   | Jaime           | 1     | 8.4   | 574d363df909b97ebf90f86f0087dcb77eac495a2d4ce5b442bb38d47d0ec3d1
91   | Jenda           | 1     | 8.4   | 3d1224481a46cceb3f3b7c32c7482a899d76b1a08c3075df958316cdf0af58a9
92   | Rubie           | 1     | 8.41  | 658510567a483fe60e1260f80e29dd6ed3983e2a93a0d67b4b1a92f604949d5b
93   | Lorie           | 1     | 8.41  | d0a5e71ce632ea75921c670d5447dc6e60681433e2eb211d0790333c5ef3b5c9
94   | Luci            | 1     | 8.42  | 6722e6959aea08e6bbcdfe9d5afdab6be6196e8cbaee92cbdf4ba1aee5719bff
95   | Aubrie          | 1     | 8.43  | de304a5917b91d82ed01d1659a7ddab18a81c08c17db39d8e4ee0227227df173
96   | Ivett           | 1     | 8.45  | 0d456edb1c7b031cc9a9ca4cfa55e1c31ca1e489f074ee95863fc2920ffa8f21
97   | Janeczka        | 1     | 8.5   | acd1bbcadcb856529b50166405e303915aa6b2f38006493e2a7463bf5a258c81
98   | Krystle         | 1     | 8.52  | faf3072e577b4583a66f7ebe06d1bc525b3946c5ed5f0ce84241532b814ce242
99   | Aaren           | 1     | 8.54  | 8f2ad7b008e7db256d82064220d0ef18abd23eda8ab538e705902bd26ff677c6
100  | Jenilee         | 1     | 8.55  | 83d6f1f9d57b14e72e2d76ff3367f2b9b1581e60275f7ed2996bd805e7aa1b79
101  | Jerry           | 1     | 8.57  | 330314814728c7437882fa2b593cfff50c444541e6eee9638554b54c9593c7d1
102  | Dorene          | 1     | 8.57  | fe750f7e1fcdeee7c88bbbc277f9beeed58e263c9d53b712b82fd3bfcd9aae87
103  | Tera            | 1     | 8.58  | 8b88799d2d35a99447e04d923edce5f45147c67f1fce74c5c9e3fe4572cc8172
104  | Barbi           | 1     | 8.58  | de976f9a78c145e43f0d1273f107ae06f7c2fd21593cbc6922db3923915cd1cb
105  | Elyssa          | 1     | 8.59  | cb6ce2b4022caebde142821c5f66435762328bcf7b205287e158f5ef8684477f
106  | Sybille         | 1     | 8.61  | cc3fbb1bb513e9ee80033098cb1224fcfc98dceeae886eebd0bbc5d3bee91523
107  | Lucy            | 1     | 8.61  | d4d5a5256c9a15e99f0dc0b4ee250e4f3d773ebf36de338eae882e8b15980919
108  | Ariela          | 1     | 8.64  | 2df1c9ac0fd9895dc93fa811bb4c56dea38bf0e119fedcb270ad66940221dd7c
