Pradiniai duomenys:
#    | Name            | Year  | Grade | Hash
---------------------------------------------------------------------------------------------------------
667  | Diane-marie     | 3     | 8.48  | 
668  | Glenden         | 3     | 5.59  | 
669  | Tobey           | 2     | 6.48  | 
670  | Cy              | 1     | 8.68  | 
671  | Pennie          | 2     | 6.9   | 
672  | Lincoln         | 1     | 5.65  | 
673  | Valma           | 3     | 7.31  | 
674  | Bobbette        | 2     | 7.33  | 
675  | Jami            | 3     | 5.85  | 
676  | Garnette        | 4     | 8.96  | 
677  | Tristam         | 3     | 8.35  | 
678  | Nowell          | 1     | 4.89  | 
679  | Katrinka        | 3     | 5.17  | 
680  | Guendolen       | 3     | 8.09  | 
681  | Raphaela        | 3     | 8.63  | 
682  | Mavis           | 1     | 4.83  | 
683  | Ailene          | 4     | 5.43  | 
684  | Nathaniel       | 4     | 9.34  | 
685  | Minetta         | 1     | 9.44  | 
686  | Mariya          | 4     | 7.01  | 
687  | Benedicto       | 2     | 6.09  | 
688  | Perry           | 4     | 7.26  | 
689  | Clerkclaude     | 4     | 7.97  | 
690  | Davie           | 2     | 8.32  | 
691  | Stacey          | 1     | 5.45  | 
692  | Rance           | 1     | 7.1   | 
693  | Gawain          | 1     | 6.96  | 
694  | Abigale         | 1     | 6.61  | 
695  | Gisele          | 4     | 8.72  | 
696  | Laryssa         | 4     | 7.66  | 
697  | Eddie           | 2     | 5.22  | 
698  | Lena            | 3     | 5.54  | 
699  | Tildi           | 2     | 4.78  | 
700  | Katha           | 4     | 6.19  | 
701  | Jerrome         | 4     | 8.86  | 
702  | Denni           | 4     | 7.87  | 
703  | Jimmy           | 4     | 6.74  | 
704  | Barret          | 4     | 7.4   | 
705  | Karole          | 2     | 9.71  | 
706  | Zack            | 2     | 6.45  | 
707  | Ely             | 4     | 9.39  | 
708  | Dulcie          | 3     | 6.92  | 
709  | Joyann          | 1     | 7.47  | 
710  | Melita          | 3     | 6.5   | 
711  | Leon            | 4     | 9.69  | 
712  | Gill            | 3     | 9.24  | 
713  | Daile           | 1     | 6.02  | 
714  | Gregor          | 3     | 5.49  | 
715  | Colet           | 4     | 4.96  | 
716  | Jermaine        | 3     | 8.92  | 
717  | Hall            | 3     | 5.34  | 
718  | Wilt            | 3     | 5.05  | 
719  | Jade            | 1     | 7.42  | 
720  | Goober          | 2     | 8.59  | 
721  | Nonie           | 2     | 5.26  | 
722  | Carmelia        | 1     | 8.16  | 
723  | Jacob           | 1     | 7.91  | 
724  | Kipp            | 2     | 5.9   | 
725  | Cleon           | 2     | 7.85  | 
726  | Stern           | 1     | 8.21  | 
727  | Winston         | 3     | 5.95  | 
728  | Vasilis         | 2     | 7.56  | 
729  | Marinna         | 3     | 6.78  | 
730  | Benedict        | 2     | 5.89  | 
731  | Tobiah          | 3     | 4.77  | 
732  | Bernita         | 2     | 8.31  | 
733  | Earl            | 2     | 9.43  | 
734  | Dian            | 3     | 8.95  | 
735  | Else            | 3     | 8.86  | 
736  | Wildon          | 4     | 6.71  | 
737  | Virgil          | 1     | 5.31  | 
738  | Joni            | 2     | 8.44  | 
739  | Barr            | 1     | 6.13  | 
740  | Lloyd           | 1     | 9.66  | 
741  | Edee            | 2     | 7.98  | 
742  | Kara            | 3     | 6.43  | 
743  | Montague        | 4     | 5.36  | 
744  | Sylvia          | 3     | 5     | 
745  | Ivonne          | 3     | 9.83  | 
746  | Addi            | 3     | 5.95  | 
747  | Reese           | 3     | 5.36  | 
748  | Son             | 1     | 7.71  | 
749  | Daryle          | 2     | 5.08  | 
750  | Giuseppe        | 1     | 4.8   | 
751  | Lois            | 2     | 7.81  | 
752  | Alana           | 1     | 8.74  | 
753  | Shawnee         | 3     | 8.39  | 
754  | Corey           | 1     | 6.33  | 
755  | Callean         | 1     | 8.72  | 
756  | Lowrance        | 4     | 8.69  | 
757  | Marco           | 1     | 5.59  | 
758  | Caron           | 4     | 8.37  | 
759  | Abigale         | 1     | 6.61  | 
760  | Dunc            | 2     | 9.6   | 
761  | Walton          | 3     | 8.41  | 
762  | Langston        | 2     | 8.1   | 
763  | Magda           | 1     | 7.67  | 
764  | Jeff            | 4     | 8.77  | 
765  | Dierdre         | 1     | 7.58  | 
766  | Laurice         | 2     | 9.62  | 
767  | Ekaterina       | 3     | 5.69  | 
768  | Giavani         | 3     | 9.35  | 
769  | Melvyn          | 3     | 6.08  | 
770  | Annice          | 2     | 5.62  | 
771  | Beverlee        | 4     | 4.98  | 
772  | Kathi           | 3     | 8.68  | 
773  | Delbert         | 1     | 9.64  | 
774  | Lucretia        | 1     | 7.06  | 
775  | Thedrick        | 4     | 9.13  | 
776  | Van             | 4     | 9.69  | 
777  | Jessie          | 2     | 7.72  | 
778  | Arte            | 3     | 8.55  | 
779  | Heloise         | 2     | 4.7   | 
780  | Roger           | 4     | 4.96  | 
781  | Mariquilla      | 3     | 5.1   | 
782  | Anallise        | 3     | 7.05  | 
783  | Editha          | 2     | 5.15  | 
784  | Jerrylee        | 3     | 5.86  | 
785  | Persis          | 3     | 5.72  | 
786  | Nomi            | 3     | 5.85  | 
787  | Valene          | 2     | 6.46  | 
788  | Odo             | 3     | 5.07  | 
789  | Jemima          | 3     | 8.29  | 
790  | Dickie          | 1     | 9.05  | 
791  | Abeu            | 1     | 5.39  | 
792  | Grace           | 4     | 7.4   | 
793  | Gwenore         | 2     | 9.98  | 
794  | Lorilee         | 2     | 7.68  | 
795  | Davie           | 3     | 9.06  | 
796  | Nanci           | 4     | 8.17  | 
797  | Emogene         | 3     | 4.74  | 
798  | Etti            | 1     | 6.47  | 
799  | Pen             | 2     | 6.22  | 
800  | Berne           | 2     | 9.72  | 
801  | Nicoline        | 3     | 9.67  | 
802  | Bernarr         | 2     | 9.21  | 
803  | Ennis           | 2     | 8.02  | 
804  | Tremayne        | 3     | 7.27  | 
805  | Farly           | 4     | 9.3   | 
806  | Vasili          | 4     | 4.94  | 
807  | Kerrin          | 4     | 6.97  | 
808  | Berton          | 2     | 7.53  | 
809  | Blanca          | 3     | 6.83  | 
810  | Antonio         | 2     | 8.23  | 
811  | Obed            | 4     | 8.22  | 
812  | Emelita         | 2     | 9.33  | 
813  | Bendick         | 1     | 5.29  | 
814  | Reeva           | 2     | 5.31  | 
815  | Kelcie          | 3     | 5.1   | 
816  | Oran            | 2     | 8.89  | 
817  | Erl             | 2     | 8.41  | 
818  | Arabela         | 4     | 6.09  | 
819  | Randie          | 3     | 5.2   | 
820  | Phil            | 4     | 6.23  | 
821  | Raffarty        | 3     | 9.06  | 
822  | Carlen          | 4     | 5.47  | 
823  | Jabez           | 4     | 9.34  | 
824  | Pavlov          | 3     | 5.36  | 
825  | Lewie           | 2     | 6.04  | 
826  | Douglass        | 1     | 9.64  | 
827  | Ninnette        | 2     | 5.49  | 
828  | Sascha          | 1     | 5.11  | 
829  | Wallas          | 2     | 8.35  | 
830  | Bax             | 3     | 9.32  | 
831  | Danella         | 3     | 7.91  | 
832  | Judye           | 1     | 4.83  | 
833  | Jeffrey         | 2     | 8.98  | 
834  | Guido           | 4     | 6.21  | 
835  | Doralynne       | 1     | 8.56  | 
836  | Atlanta         | 2     | 8.68  | 
837  | Cthrine         | 2     | 6.36  | 
838  | Maryanna        | 2     | 9.89  | 
839  | Tulley          | 2     | 9.52  | 
840  | Ceciley         | 4     | 9.03  | 
841  | Way             | 3     | 9.73  | 
842  | Frederigo       | 4     | 6.6   | 
843  | Gilly           | 3     | 5.33  | 
844  | Roosevelt       | 4     | 9.95  | 
845  | Hamid           | 1     | 5.14  | 
846  | Kristan         | 4     | 5.59  | 
847  | Robby           | 1     | 5.1   | 
848  | Kendricks       | 3     | 5.72  | 
849  | Felicio         | 1     | 5.76  | 
850  | Rochelle        | 4     | 7.51  | 
851  | Ranique         | 2     | 7.74  | 
852  | Yvonne          | 2     | 6.65  | 
853  | Kip             | 3     | 6.23  | 
854  | Sacha           | 4     | 8.62  | 
855  | Benito          | 4     | 7.68  | 
856  | Yardley         | 4     | 8.17  | 
857  | Aldo            | 3     | 4.55  | 
858  | Darsie          | 1     | 8.93  | 
859  | Godwin          | 3     | 6.16  | 
860  | Shalom          | 1     | 4.76  | 
861  | Alys            | 2     | 9.67  | 
862  | Cristi          | 3     | 9.74  | 
863  | Agace           | 1     | 7.79  | 
864  | Roxine          | 2     | 9.92  | 
865  | Moselle         | 3     | 9.27  | 
866  | Marchelle       | 2     | 5.66  | 
867  | Wilhelmine      | 3     | 9.8   | 
868  | Arlan           | 2     | 9.89  | 
869  | Ansel           | 2     | 6.65  | 
870  | Milton          | 4     | 5.97  | 
871  | Valli           | 3     | 9.32  | 
872  | Verne           | 3     | 6.26  | 
873  | Peadar          | 2     | 5.22  | 
874  | Kalil           | 4     | 5.06  | 
875  | Vernen          | 3     | 9.28  | 
876  | Johan           | 4     | 7.89  | 
877  | Ebeneser        | 1     | 6.71  | 
878  | Pet             | 1     | 7.61  | 
879  | Simone          | 3     | 8.89  | 
880  | Conan           | 2     | 5.55  | 
881  | Katerina        | 1     | 8.07  | 
882  | Miran           | 1     | 6.48  | 
883  | Barbaraanne     | 1     | 5.41  | 
884  | Benedetta       | 2     | 7.42  | 
885  | Jordana         | 2     | 9.91  | 
886  | Lynnett         | 3     | 7.84  | 
887  | Ferdy           | 1     | 9.75  | 
888  | Willem          | 4     | 5.4   | 
889  | Walliw          | 2     | 4.87  | 
890  | Shandeigh       | 1     | 6.86  | 
891  | Troy            | 1     | 6.41  | 
892  | Lita            | 1     | 8.38  | 
893  | Bobbe           | 3     | 5.19  | 
894  | Teodora         | 4     | 4.69  | 
895  | Mora            | 1     | 8.31  | 
896  | Jane            | 2     | 9.65  | 
897  | Rafferty        | 2     | 8.49  | 
898  | Wye             | 4     | 5.51  | 
899  | Shirleen        | 3     | 7.17  | 
900  | Marie           | 3     | 6.73  | 
901  | Violante        | 1     | 4.95  | 
902  | Michel          | 4     | 8.49  | 
903  | Garrett         | 3     | 6.12  | 
904  | Pascal          | 2     | 5.84  | 
905  | Regan           | 3     | 4.6   | 
906  | Englebert       | 1     | 8.44  | 
907  | Norton          | 4     | 9.07  | 
908  | Betteann        | 3     | 8.03  | 
909  | Hilly           | 3     | 5.39  | 
910  | Robenia         | 4     | 6.09  | 
911  | Niall           | 2     | 9.75  | 
912  | Terrence        | 4     | 5.52  | 
913  | Nevin           | 4     | 7.9   | 
914  | Rosemarie       | 2     | 5.08  | 
915  | Joletta         | 2     | 8.89  | 
916  | Wilek           | 4     | 7.96  | 
917  | Woodrow         | 4     | 5.6   | 
918  | Oby             | 4     | 9.76  | 
919  | Alia            | 2     | 5.74  | 
920  | Benton          | 1     | 6.22  | 
921  | Matt            | 2     | 9.56  | 
922  | Bob             | 4     | 9.82  | 
923  | Elijah          | 2     | 8.29  | 
924  | Coralyn         | 3     | 9.84  | 
925  | Vin             | 1     | 4.97  | 
926  | Lurlene         | 1     | 7.51  | 
927  | Alica           | 2     | 5.97  | 
928  | Jeanna          | 2     | 7.22  | 
929  | Haleigh         | 2     | 8.11  | 
930  | Rici            | 2     | 5.14  | 
931  | Georas          | 2     | 5.74  | 
932  | Henderson       | 1     | 4.62  | 
933  | Alleen          | 1     | 7.94  | 
934  | Cherie          | 2     | 9.71  | 
935  | Collete         | 2     | 7.69  | 
936  | Dinnie          | 1     | 7.19  | 
937  | Felizio         | 4     | 9.37  | 
938  | Maybelle        | 1     | 5.74  | 
939  | Reggie          | 1     | 8.08  | 
940  | Adria           | 2     | 5.29  | 
941  | Noelle          | 2     | 6.58  | 
942  | Craggie         | 2     | 6.71  | 
943  | Galen           | 1     | 8.29  | 
944  | Fraze           | 4     | 9.09  | 
945  | Marja           | 3     | 8.69  | 
946  | Milicent        | 3     | 5.47  | 
947  | Enrica          | 2     | 9.3   | 
948  | Miof mela       | 1     | 8.76  | 
949  | Frazier         | 2     | 6.22  | 
950  | Nathaniel       | 2     | 9.69  | 
951  | Judi            | 1     | 4.9   | 
952  | Fowler          | 3     | 9.35  | 
953  | Roberto         | 1     | 5.77  | 
954  | Linnie          | 2     | 9.24  | 
955  | Zollie          | 3     | 6.14  | 
956  | Arley           | 2     | 6.45  | 
957  | Dyan            | 1     | 8.37  | 
958  | Tildi           | 2     | 9.53  | 
959  | Ursulina        | 4     | 6.65  | 
960  | Nichol          | 1     | 6.31  | 
961  | Janifer         | 3     | 8.04  | 
962  | Gerry           | 3     | 9.91  | 
963  | Ingaberg        | 1     | 9.35  | 
964  | Alonzo          | 1     | 9.77  | 
965  | Heidi           | 1     | 5.3   | 
966  | Mack            | 3     | 6.29  | 
967  | Annecorinne     | 3     | 6.97  | 
968  | Galvan          | 3     | 5.46  | 
969  | Benjie          | 4     | 7.77  | 
970  | Devlen          | 1     | 7.26  | 
971  | Ignace          | 2     | 7.64  | 
972  | Tamqrah         | 1     | 5.64  | 
973  | Rebecca         | 3     | 4.64  | 
974  | Ravi            | 3     | 9.51  | 
975  | Branden         | 3     | 7.16  | 
976  | Bobby           | 1     | 6.74  | 
977  | Keene           | 3     | 6.08  | 
978  | Leontyne        | 1     | 9.32  | 
979  | Wileen          | 4     | 5.41  | 
980  | Mada            | 3     | 8.12  | 
981  | Geraldine       | 4     | 7.4   | 
982  | Bordy           | 1     | 7.14  | 
983  | Warde           | 4     | 9.38  | 
984  | Pail            | 1     | 8.23  | 
985  | Stace           | 3     | 6.73  | 
986  | Marlowe         | 4     | 6.45  | 
987  | Ingram          | 3     | 5.55  | 
988  | Aurilia         | 1     | 5.95  | 
989  | Benji           | 2     | 7.78  | 
990  | Stern           | 3     | 9.73  | 
991  | Drusi           | 4     | 7.13  | 
992  | Erastus         | 1     | 6.98  | 
993  | Janene          | 3     | 9.5   | 
994  | Dorene          | 1     | 7.91  | 
995  | Rance           | 3     | 8.67  | 
996  | Dorisa          | 3     | 6.47  | 
997  | Terrie          | 1     | 6.2   | 
998  | Valina          | 1     | 6.5   | 
999  | Dania           | 4     | 8.66  | 
1000 | Tomlin          | 1     | 8.15  | 
---------------------------------------------------------------------------------------------------------
Rezultatai:
#    | Name            | Year  | Grade | Hash
---------------------------------------------------------------------------------------------------------
1    | Shayla          | 1     | 7.04  | 4fb6c690712397dc13f1f5f91bf8bd0f8bbbe71ea1e9fdd8da096331bad1a406
2    | Kendall         | 1     | 7.05  | d4f62e86be24a37d09f726e7e6c2dafa98a0ac338b58ffbe8b47e32b0c9c9b7c
3    | Lucretia        | 1     | 7.06  | 4ece320fa87c6d312fbf86416f518eca7fbaeb021d7a66e4b4b32d7093e761c0
4    | Joseito         | 1     | 7.07  | 254fe54617f1043ca69be4f5d55f190ebdacae40fbc6310babe6e9b7ee9eb3b3
5    | Rance           | 1     | 7.1   | b150090e30f8fe4fda479ec038e59d679c3cf2d31d9d007db1d981baa989616d
6    | Lisette         | 1     | 7.14  | dfe56089962e8180b6f3fe8ef13e5bcebb620801498c396654d5a6fbb40ff004
7    | Bordy           | 1     | 7.14  | 847312edf6b798d0df751cb7fba230149aa9b82b8ce84ee7a5b44cba43ecdff9
8    | Dinnie          | 1     | 7.19  | 623ed6c5dc5c137c3fdeb19a494703ded82fd7f61b63428b092bac4277e91775
9    | Tuck            | 1     | 7.23  | 7cadf7034df6a54d9980bde91421fad8b310af63e81e6feadc08cd0f1b41c7ce
10   | Klaus           | 1     | 7.24  | c4fde28a55f298279af1949e891f3c6bd00f9ca232ef9eaefc408bcb1565e334
11   | Bartie          | 1     | 7.25  | 2fb97b833e260588469f886ff73c0c86c3f7494517c79933ba72a20b9ca993d8
12   | Devlen          | 1     | 7.26  | ac1b5301adc916186bb1acf070fbe8d162f15f18845a4f8c2bba2e59cf103784
13   | Jessalin        | 1     | 7.28  | ae4081e9902b7e4434e8a41bbdb4f0973dba9545087797d546b63a2d545e745e
14   | Waldon          | 1     | 7.29  | 08465fa03ae7de18003334334a15d9ffb74914ce6d68f7dfc7d9d60c4cfd5346
15   | Walden          | 1     | 7.29  | e533b10ea2dd83df35bc0fcdcd757cdc6bd5d01baeaed8e587d581b67301a75a
16   | Raimondo        | 1     | 7.31  | ab3a7ad63af27226daa1a7d312b2551b7be25ec913cde399c136d8451c60386b
17   | Yulma           | 1     | 7.35  | 4a36b305dca1fa0dc30bba2d2f1949c82912701053857b2c56797d53b10992c2
18   | Donnie          | 1     | 7.38  | 95c260d213538e88d2876a0978acf3173783694a390670253b5089c94b631608
19   | Mariska         | 1     | 7.42  | bc84150af908e93fa179e96c501aa6245af710ebc89a8478277664228fdfac3a
20   | Jade            | 1     | 7.42  | 889deb8753cbe13dd4bcdef6c4a1b7709151a049b1f3cf762f20aa0eb832c0e1
21   | Rolland         | 1     | 7.46  | 76b86d38b87a4173b397463b4f2cf418653e1d9504408f7ac5cdf61978432df2
22   | Rhett           | 1     | 7.47  | 0e703f65b47349c761b6587613f6cc4b25dc2e975c276c17907b8ca616dcd759
23   | Joyann          | 1     | 7.47  | 49a8c1d843812115474bb61e90a756e71069a0663b3ba3c7623371b696ffc431
24   | Fraser          | 1     | 7.5   | 67b43f48476c62bc92487e040787cf194c16b2bec2a4643bcf7cd1091525e8e9
25   | Lurlene         | 1     | 7.51  | a120b18ed89013ec1ef9f94c1e400dca9ad521f7c64f2353c4247f196a5b6bf9
26   | Quincy          | 1     | 7.54  | baa7338b57c3f45cf5d3f57147053e485cd61c1cff881ae51039669e99220cf8
27   | Nina            | 1     | 7.58  | 9c4cd4efa04a7c060080070dfba1040ea2f427408fc19d87cb6757e2f396b665
28   | Dierdre         | 1     | 7.58  | 039d241f06f538b4fd6b4592219e2d0e5da1767861720427f6d376b69b9a1150
29   | Des             | 1     | 7.61  | e14cd2431acda265293664c000bb7a9c680ee2ac8ee885fe5a598e4a9b093935
30   | Pet             | 1     | 7.61  | d7f4e5a465368b4c458ea45e8432e352cef85a4cebd09f007bff6e3d317926f0
31   | Zach            | 1     | 7.63  | 2015b581a8c597a14aee0297f609c667318a29a55c71bf971461b1b7e77b7a76
32   | Godfry          | 1     | 7.64  | 029feb6513ff6cd773b50ee6de6fbec2d704c03c2a17f507e63872559a8dbb29
33   | Magda           | 1     | 7.67  | 2e9f042273055f45249c551cfb1404f563c35449f6f1d42b8322001494d61b55
34   | Archambault     | 1     | 7.7   | 2e88c0e58b2a6b14e593a46c1af0496847fa4079719c6030f47e5aadcc5709cf
35   | Alexandra       | 1     | 7.71  | 03196041fc75d403f6a41f1d7f8b4f077930f94dc5c37b713aa6d424ae9705bf
36   | Son             | 1     | 7.71  | b03fbc4ef038ba14e65f229bef498c4fa23d528c8ba5268973aa1919a5d418e3
37   | Jenifer         | 1     | 7.77  | 418849bff008848a408ead61adc707a8246e85f09846b57aedd66f848071212a
38   | Garvin          | 1     | 7.79  | 5b4830d513cc0adac95994416e21a8d092459808a489ec4f460cc30079fe684c
39   | Agace           | 1     | 7.79  | b2d133fe30a127e92cddb3e5899e371bfd4c33c2833e3f41709d1c6a8e8e3934
40   | Mata            | 1     | 7.83  | c42851c3e7726b96a0c46bb221b2ce15633f8844b9c045f0a277e41db954cd8f
41   | Bianka          | 1     | 7.85  | 0494616a406489af388a2501704f24d96918fa2a78153d397fdfc13873c3ef36
42   | Beverlie        | 1     | 7.87  | e61fe55ab4c4ed218fcfc564c24e0227a6aaf2836dd5d7f7dde7e6eec689779b
43   | Chariot         | 1     | 7.88  | c644414d69e656345893311d1d59277083af0f9b1124766114f9bf49bdd488a8
44   | Jacob           | 1     | 7.91  | bc8f5769c831c358b61e7d2f6026373549a49bb2f3bb2fed7cc83bad0e79a2f6
45   | Dorene          | 1     | 7.91  | 09360037c8033624f4bacaf336a118952360369a9c7748981da3b4cc222e0944
46   | Artie           | 1     | 7.93  | 9bd42b7e570d6070f8690df2fb62d6e65d45f649e03cf857ec3591e5c076b7d3
47   | Alleen          | 1     | 7.94  | a6a4e354d780538a787d4843067ba0784844a4f5ebe7e8d52832adf6be7806b9
48   | Jeanette        | 1     | 7.97  | 2f58cf0b4a977961dccfa338b65fe1892a41d6ee2ea3c8f0069f1a588e3c4bf2
49   | Josephina       | 1     | 7.97  | eefe07ce94ea14739c4659b81d0fc323ca8e470978c75033ad96dfe801f83bb1
50   | Ashlee          | 1     | 7.98  | 137e816ec94397c271e20a47468054825bc99523d9e16ba9f96bd742808694af
51   | Teri            | 1     | 8.03  | 71446776848e57fb5d6d5b2256c9cdc203a21dc869567a150ad99aa0c97d9d22
52   | Christopher     | 1     | 8.05  | 6ab1dc377d8eab4966b6c1a6a6ce7374a3eb0e1c77001a2daaccff54a1cff30f
53   | Richart         | 1     | 8.07  | ff0866532af39c2fbc377e7d20207a63eedb428180904a4ec652d4f7e5980ee6
54   | Katerina        | 1     | 8.07  | c088d1e22cc56e4738921761750acbbfde2eefdf5389bec23445eb9d6d1b80e3
55   | Reggie          | 1     | 8.08  | 49b1583e9e3940aaf6e2e45229afd435161c35b75605ca480641f6a3e5be3222
56   | Angelique       | 1     | 8.12  | 3c0b5c4e758dfacf9944c720b354b2982c9ca22497c36b75e45b448f16dc3b6d
57   | Geordie         | 1     | 8.13  | 695c989eb240f397b5c6f14ef7d20a500839667f8acdc4424ae0d00e386982a6
58   | Diego           | 1     | 8.15  | e99febb92265069949ef86141ed6a57914a20f046bd70c059905843739dd7907
59   | Tomlin          | 1     | 8.15  | b6c6abbba44a071792992813bcdb0eefa385cb9c3910709dd413df8dc5a77fb4
60   | Tris            | 1     | 8.16  | 08e9e29bba15aa8cb9416fe663d72f09f0c101877f9be78e68efd85e8b6ba66c
61   | Carmelia        | 1     | 8.16  | 986e6d9fac2281b12acacffc8c5dffea24a4f9e71e8fbbe3cb23dcb61a5e43ec
62   | Eadmund         | 1     | 8.2   | 51ca3ee2d98701d6617bcea4e523848666bb8542d788929702408f74556d350b
63   | Stern           | 1     | 8.21  | 7f50cb26939875d91598b0a1bf247f246690307827eaca54c0c8a0b0a85fd1af
64   | Katrine         | 1     | 8.23  | 7851463292037dcf68bfa154547d29899d5547bfec732cb2cf5aaabaafbe774b
65   | Pail            | 1     | 8.23  | 05f1ff85e5e3d47c6d1b234025f63ab203bc482120c67e85a8b16a55f6626085
66   | Dalli           | 1     | 8.24  | 0c3231e46dab4678fa4282a2e217b25facd55258f5c86afa3518af5ee763b599
67   | Babs            | 1     | 8.27  | dbacadd291088eb5da5e60d3504d78844e16be0f3c4a8a087186a6166e48516f
68   | George          | 1     | 8.29  | af1f5e7528e89ace284da157ff4ac91f74ea848601cc48849bd01f4cdc7c384b
69   | Galen           | 1     | 8.29  | 7750fe6aae9afcfb6bfe2c20bc6e9dc6fc0efd3ce794162c41ebd938692fb548
70   | Waylin          | 1     | 8.31  | 1cc353ad891960032b42faeb70d039cd8cc3d602a0223a11a11db0c5cd9ab873
71   | Mora            | 1     | 8.31  | 41b0ba1a304972045380e4bf4cb014c987ee0e643de4ea6450d9dee3dff8d615
72   | Nicholle        | 1     | 8.33  | b3f85fbec268dc6001fc0dd80cfb3a5bf84e1f358cad2b4c22c952eaa69b2ea1
73   | Nehemiah        | 1     | 8.33  | 819beb633085a49dbcfeaf6dc70f0d751750892941eeebc6f15954472e521ad0
74   | Dyan            | 1     | 8.37  | 543392fb6309e786ae7ff16e5a4fb0b520eb92b04b55e805d822a8bcf173a995
75   | Angelika        | 1     | 8.38  | cfc980cab360003f066c76049b262692e0d57a1a3fecc1cea5c3ed203135c505
76   | Lita            | 1     | 8.38  | d3db358fbc180db9a24bc4b3acb9c2e5312e58c8c3c1a323cbae3996facdec0d
77   | Gabrielle       | 1     | 8.44  | 001418d84898fbc64c54751c0b495056639b075c8b79be2b011572c402e9621f
78   | Salvidor        | 1     | 8.44  | e7c66db7bab698d5caf48fe6f670a6312380512a678d1947e2a9deb9295bc88b
79   | Englebert       | 1     | 8.44  | a717b5c9a262077797bff8505b6eadc72bb2076245378e208e9691c441885f9d
80   | Beilul          | 1     | 8.49  | beb54b1b7b4d42596357b31dcb4b0a1f8c11c3b64d01ef8847964d0b01aabef2
81   | Janaye          | 1     | 8.5   | d21dffe79d49eab29284491e0602c133a1db42bee63567429e58394d08813e34
82   | Caroline        | 1     | 8.55  | 6e796fc85f62acc49452021bff542f9aafa932f740484493ec0674b80566a1cf
83   | Doralynne       | 1     | 8.56  | f55558c4656ac0b5ba2831d9f5562d8ce7ce55cef1f59f7c2fd93df9201f3fcd
84   | Hall            | 1     | 8.57  | fb33b3af43bdc6ad7e9a375f8638edccaf2d19c1afbba0cccffd91f07c57d963
85   | Brunhilde       | 1     | 8.59  | e7a38a7b8b19f386cfebb12273c70183221a323116c77274cbd27890825698f9
86   | Ashbey          | 1     | 8.6   | 32f81fae40f311db4600efd848e05141fc2fe9a96e7e524c867b1dfd7ef5795f
87   | Dacia           | 1     | 8.6   | 604cb3ee34cccf90c97fe7c6fb255e850e3a992c92542f95abb529b403dd0480
88   | Karl            | 1     | 8.62  | b2a31d44bd4e3dc155711e8c3acf066d3802221d91872432cd024c7ce6ee273f
89   | Dasha           | 1     | 8.62  | 7140c132cd88a4a890e6fe296d06a00584135702cba41a58b99e4c942125e4fd
90   | Guthrie         | 1     | 8.63  | f541ee29b3940c4b48d4ef4997a5dcb00dc9f95b57eec16f35cf8c2e0b94b9b8
91   | Cy              | 1     | 8.68  | 88b31d64bf093735c758deb5564b91355e39b4067400cac2fe43c8b7fb307cdb
92   | Callean         | 1     | 8.72  | ecc51ee7b2aa6431db1dcfdfd4402d6776ec813dcf9f6703bc1515b43a004d72
93   | Sheila          | 1     | 8.73  | f58f0334dad09705def9229b3349e39f2f054e4df951a5a7f3d04cd384fa5f09
94   | Alana           | 1     | 8.74  | 3f0c3fb938fa9578904e499366ba8cbfa230065a1483896aab9f8cf5b007e173
95   | Miof mela       | 1     | 8.76  | a145ab949acf5722b561d121fa4f27f4e7e33fb88005b6769cdc9440d4ee3cd7
96   | Alasteir        | 1     | 8.85  | 5c666d8e43fefebb455830ab0580401962b47ecb025d35be41b489a7e6c94fcb
97   | Miranda         | 1     | 8.86  | 52c6f41a2662c93f5c90b376c458d7272a715b0f89a667dfbaa98744c33d6620
98   | Guenevere       | 1     | 8.86  | 1189f00944460f80f559f22a45a40d57d71dd2acfea747efc448bec52a448efd
99   | Ches            | 1     | 8.86  | ba3e8f2e73b419f97d118c33c2d7416f647911ccb5ce547edb9c4cb15ca16f58
100  | Barbara-anne    | 1     | 8.86  | cf28d142b2c16f338388d66e6d1530b639e68974903f1f6669d6d7a6bd66fac2
101  | Winni           | 1     | 8.93  | 6f73ebc36080be64298f226843666069f0fe6472a5b05fd7440ab31f9215d3fd
102  | Darsie          | 1     | 8.93  | 5cfefd13964f78a706478c4b9fc7c5434bc60f7a6967215ce8a1ff1ef3580a2b
103  | Wallache        | 1     | 9.03  | 7384bad23bf6ecc21501ae46b7e1ebc9786d673873c1a5d88176f883b69d3b4e
104  | Itch            | 1     | 9.04  | 4a26a3f720986ed70141ea81922964fb7694cffa94dc437bacaa1514ce00728a
105  | Raff            | 1     | 9.04  | ce285c29ed93045ed3d3662ca6050391b536b7ba5cab7f38b2a72ac998370985
106  | Kasper          | 1     | 9.05  | 56c61bc17e865f6729af39f8ca0adb13f6958d32d7e7a460766c12d260782076
107  | Dickie          | 1     | 9.05  | f1e0729a7989eb8f2dafb12c3f8e9d8107652c153d8dde3fb0697a0e61ea325f
108  | Barbey          | 1     | 9.09  | 33f7ac12b49a37ba3953b01ed2c3595c7a2816031c808b73786d37ba95f4880b
109  | Rheta           | 1     | 9.14  | 87fb0c107ff4bccc125ccd0b832908aa58b8f9da1eccba5b8a2d30585c461b82
110  | Selinda         | 1     | 9.14  | aacdb3225c301a8e833a2a17705e1122809595c7e87bc81758c7ffdb398927f4
111  | Jan             | 1     | 9.16  | 58a8702f69c5e237a49e491000f22d7880a6b8db86547b9baeefda35b3caf1e8
