Pradiniai duomenys:
#    | Name            | Year  | Grade | Hash
---------------------------------------------------------------------------------------------------------
667  | Lennard         | 3     | 5.98  | 
668  | Blayne          | 3     | 5.86  | 
669  | Lorilyn         | 1     | 5.42  | 
670  | Darrel          | 3     | 4.6   | 
671  | Diego           | 3     | 5.12  | 
672  | Cyndi           | 1     | 5.47  | 
673  | Tony            | 4     | 5.07  | 
674  | Margo           | 1     | 4.52  | 
675  | Vera            | 4     | 5.13  | 
676  | Zed             | 4     | 4.92  | 
677  | Nicolea         | 3     | 4.59  | 
678  | Erinn           | 3     | 4.86  | 
679  | Fonzie          | 3     | 5.59  | 
680  | Kristopher      | 2     | 4.84  | 
681  | Cale            | 1     | 5.94  | 
682  | Bobbe           | 1     | 5.66  | 
683  | Roxi            | 4     | 4.85  | 
684  | Claudian        | 2     | 5.88  | 
685  | Bendicty        | 2     | 4.81  | 
686  | Roarke          | 4     | 5.49  | 
687  | Lenka           | 3     | 4.57  | 
688  | Don             | 3     | 5.59  | 
689  | Elysha          | 2     | 4.67  | 
690  | Kandy           | 3     | 5.92  | 
691  | Fredericka      | 4     | 5.9   | 
692  | Berthe          | 4     | 5.14  | 
693  | Fons            | 3     | 5.49  | 
694  | Frans           | 4     | 5.89  | 
695  | Luciana         | 1     | 5.35  | 
696  | Augustine       | 3     | 4.65  | 
697  | Clayton         | 1     | 5.16  | 
698  | Bat             | 4     | 5.79  | 
699  | Alano           | 2     | 5.57  | 
700  | Micah           | 2     | 5.73  | 
701  | Quincy          | 1     | 4.78  | 
702  | Symon           | 4     | 4.54  | 
703  | Fonzie          | 2     | 5.13  | 
704  | Shandee         | 3     | 4.61  | 
705  | Ealasaid        | 4     | 5.47  | 
706  | Mattie          | 1     | 5.37  | 
707  | Delphine        | 2     | 5.31  | 
708  | Tobin           | 2     | 4.56  | 
709  | Urbanus         | 2     | 5.23  | 
710  | Marietta        | 3     | 5.53  | 
711  | Isa             | 4     | 5.63  | 
712  | Rorke           | 2     | 5.29  | 
713  | Renell          | 1     | 5.58  | 
714  | Tonnie          | 4     | 4.51  | 
715  | Petronilla      | 1     | 4.89  | 
716  | Alleen          | 3     | 5.6   | 
717  | Tuck            | 4     | 5.24  | 
718  | Laird           | 1     | 5.14  | 
719  | Nev             | 3     | 4.87  | 
720  | Madeline        | 4     | 4.69  | 
721  | Homere          | 3     | 4.91  | 
722  | Kaylee          | 2     | 5.07  | 
723  | Swen            | 2     | 5.69  | 
724  | Pierre          | 2     | 5.8   | 
725  | Ellsworth       | 1     | 5.4   | 
726  | Moe             | 4     | 5.15  | 
727  | Orton           | 2     | 5.4   | 
728  | Eugen           | 3     | 5.29  | 
729  | Merv            | 1     | 4.53  | 
730  | Ellyn           | 2     | 4.72  | 
731  | Nicky           | 1     | 5.7   | 
732  | Sauveur         | 4     | 5.32  | 
733  | Ewan            | 1     | 4.64  | 
734  | Bertie          | 1     | 4.69  | 
735  | Dory            | 3     | 4.83  | 
736  | Allison         | 4     | 5.81  | 
737  | Bianca          | 1     | 5.69  | 
738  | Constancy       | 2     | 5.7   | 
739  | Ursula          | 4     | 5.44  | 
740  | Franciskus      | 2     | 5.62  | 
741  | Peder           | 4     | 5.58  | 
742  | Lindon          | 2     | 5.54  | 
743  | Creighton       | 4     | 5.22  | 
744  | Jeffy           | 1     | 4.86  | 
745  | Gerta           | 2     | 5.1   | 
746  | Calhoun         | 3     | 5.53  | 
747  | Jannel          | 3     | 4.82  | 
748  | Matt            | 4     | 4.68  | 
749  | Skye            | 1     | 5.32  | 
750  | Betta           | 3     | 4.85  | 
751  | Merrile         | 2     | 5.63  | 
752  | Meghan          | 2     | 4.53  | 
753  | Ardith          | 3     | 5.94  | 
754  | Reg             | 1     | 5.09  | 
755  | Shalom          | 3     | 4.79  | 
756  | Martin          | 3     | 5.93  | 
757  | Brant           | 2     | 4.94  | 
758  | Parker          | 2     | 5.67  | 
759  | Pandora         | 4     | 5.37  | 
760  | Cornelle        | 1     | 4.98  | 
761  | Ophelia         | 1     | 5.18  | 
762  | Veriee          | 3     | 4.85  | 
763  | Ettie           | 1     | 5.06  | 
764  | Kelila          | 2     | 4.76  | 
765  | Faustina        | 3     | 5.23  | 
766  | Paulette        | 1     | 5.06  | 
767  | Bianka          | 2     | 5.54  | 
768  | Fifine          | 4     | 5.9   | 
769  | Melissa         | 4     | 5.72  | 
770  | Selle           | 4     | 5.22  | 
771  | Gottfried       | 2     | 4.83  | 
772  | Enrica          | 1     | 5.29  | 
773  | Hilda           | 4     | 4.62  | 
774  | Prescott        | 2     | 4.89  | 
775  | Trumann         | 2     | 4.77  | 
776  | Rabi            | 1     | 4.61  | 
777  | Ado             | 4     | 5.46  | 
778  | Ursa            | 2     | 5.54  | 
779  | Maurene         | 4     | 4.68  | 
780  | Hunter          | 2     | 5.7   | 
781  | Amberly         | 2     | 4.66  | 
782  | Cristen         | 4     | 5.79  | 
783  | Lionello        | 4     | 4.62  | 
784  | Bernita         | 2     | 5.28  | 
785  | Maible          | 4     | 5.3   | 
786  | Dewitt          | 2     | 4.74  | 
787  | Elga            | 1     | 5.41  | 
788  | Dolli           | 3     | 5     | 
789  | Kaleb           | 1     | 5.14  | 
790  | Barbra          | 4     | 4.8   | 
791  | Kala            | 1     | 4.96  | 
792  | Elie            | 2     | 5.44  | 
793  | Regine          | 4     | 5.07  | 
794  | Gwendolyn       | 2     | 5.67  | 
795  | Janka           | 4     | 4.68  | 
796  | Brianna         | 3     | 5.89  | 
797  | Janean          | 2     | 4.68  | 
798  | Joaquin         | 2     | 5.94  | 
799  | Michaella       | 1     | 4.85  | 
800  | Mersey          | 3     | 5.3   | 
801  | Rem             | 1     | 5     | 
802  | Rycca           | 1     | 5.3   | 
803  | Jannelle        | 2     | 5.03  | 
804  | Lyndell         | 3     | 5.46  | 
805  | Arnold          | 3     | 5.66  | 
806  | Emylee          | 2     | 5.69  | 
807  | Corri           | 2     | 4.58  | 
808  | Odey            | 1     | 4.62  | 
809  | Archaimbaud     | 4     | 4.86  | 
810  | Dolley          | 3     | 4.92  | 
811  | Stillmann       | 4     | 4.74  | 
812  | Jaimie          | 1     | 5.11  | 
813  | Haydon          | 2     | 5.83  | 
814  | Den             | 3     | 5.9   | 
815  | Jackquelin      | 2     | 5.44  | 
816  | Ondrea          | 1     | 5.03  | 
817  | Thurston        | 2     | 4.76  | 
818  | Moselle         | 4     | 5.12  | 
819  | Todd            | 4     | 5.81  | 
820  | Marcos          | 3     | 5.26  | 
821  | Leisha          | 1     | 5.53  | 
822  | Roanne          | 2     | 5.93  | 
823  | Bambi           | 2     | 4.95  | 
824  | Seamus          | 3     | 5.47  | 
825  | Gisela          | 3     | 4.86  | 
826  | Tresa           | 1     | 5.61  | 
827  | Rand            | 2     | 5.84  | 
828  | Averill         | 2     | 5.86  | 
829  | Benito          | 2     | 5.21  | 
830  | Adelice         | 4     | 5.25  | 
831  | Tobye           | 1     | 4.78  | 
832  | Nollie          | 1     | 4.62  | 
833  | Casey           | 2     | 4.53  | 
834  | Cad             | 3     | 4.6   | 
835  | Creight         | 1     | 5.07  | 
836  | Peyter          | 2     | 4.9   | 
837  | Stanfield       | 3     | 4.58  | 
838  | Netta           | 2     | 5.49  | 
839  | Antone          | 3     | 6     | 
840  | Leshia          | 3     | 5.85  | 
841  | Otha            | 2     | 4.75  | 
842  | Evelyn          | 2     | 5.04  | 
843  | Horatius        | 3     | 5.3   | 
844  | Stern           | 2     | 4.79  | 
845  | Washington      | 2     | 5.79  | 
846  | Lydia           | 3     | 4.92  | 
847  | Kimmi           | 4     | 5.84  | 
848  | Sammy           | 4     | 5.58  | 
849  | Pearle          | 1     | 5.68  | 
850  | Ede             | 3     | 4.97  | 
851  | Torrence        | 3     | 4.95  | 
852  | Timothea        | 1     | 5.47  | 
853  | Lenora          | 4     | 5.84  | 
854  | Rivkah          | 1     | 5.1   | 
855  | Debi            | 2     | 5.32  | 
856  | Trudi           | 1     | 5.59  | 
857  | Cart            | 2     | 5.42  | 
858  | Marcella        | 1     | 5.75  | 
859  | Ron             | 1     | 5.79  | 
860  | Jerri           | 1     | 4.79  | 
861  | Devan           | 1     | 4.74  | 
862  | Latrina         | 1     | 5.31  | 
863  | Eryn            | 4     | 5.01  | 
864  | Galen           | 1     | 5.41  | 
865  | Clementius      | 2     | 5.69  | 
866  | Elisabet        | 2     | 4.85  | 
867  | Giovanna        | 1     | 5.16  | 
868  | Bryana          | 1     | 5.08  | 
869  | Arlena          | 2     | 5.62  | 
870  | Silvio          | 4     | 4.75  | 
871  | Henrieta        | 4     | 5.96  | 
872  | Cherin          | 1     | 5.24  | 
873  | Manfred         | 4     | 5.74  | 
874  | Inness          | 4     | 5.44  | 
875  | Betteann        | 3     | 4.79  | 
876  | Bessy           | 1     | 5.9   | 
877  | Sanders         | 2     | 5.86  | 
878  | Stefania        | 3     | 5.2   | 
879  | Nathanael       | 4     | 4.86  | 
880  | Jany            | 4     | 5.93  | 
881  | Nadya           | 2     | 4.51  | 
882  | Nedi            | 3     | 5.48  | 
883  | Sophie          | 1     | 5.37  | 
884  | Tybalt          | 3     | 5.53  | 
885  | Marjory         | 2     | 5.18  | 
886  | Zachariah       | 2     | 5.19  | 
887  | Barbara-anne    | 1     | 5.92  | 
888  | Anselma         | 1     | 4.84  | 
889  | Melany          | 4     | 4.56  | 
890  | Heinrik         | 3     | 5.3   | 
891  | Flora           | 4     | 4.75  | 
892  | Percival        | 4     | 5.57  | 
893  | Yevette         | 4     | 5.73  | 
894  | Romeo           | 4     | 4.72  | 
895  | Daffi           | 4     | 4.9   | 
896  | Kile            | 2     | 4.71  | 
897  | Stu             | 2     | 5.63  | 
898  | Panchito        | 2     | 5.99  | 
899  | Glenden         | 3     | 5.62  | 
900  | Nichol          | 3     | 4.64  | 
901  | Erie            | 2     | 4.69  | 
902  | Faye            | 2     | 4.59  | 
903  | Stephannie      | 1     | 5.43  | 
904  | Selia           | 2     | 5.44  | 
905  | Dew             | 2     | 5.25  | 
906  | Miguelita       | 4     | 5.05  | 
907  | Anallise        | 2     | 4.64  | 
908  | Amelie          | 3     | 4.59  | 
909  | Wrennie         | 3     | 5.79  | 
910  | Roosevelt       | 2     | 5.66  | 
911  | Felipe          | 4     | 5.18  | 
912  | Odey            | 2     | 5.74  | 
913  | Wayne           | 1     | 5.82  | 
914  | Hallsy          | 3     | 5.88  | 
915  | Joyan           | 3     | 4.94  | 
916  | Adamo           | 3     | 5.91  | 
917  | Pembroke        | 2     | 5.11  | 
918  | Emilee          | 1     | 5.71  | 
919  | Jimmie          | 4     | 4.92  | 
920  | Trevar          | 2     | 4.78  | 
921  | Cross           | 1     | 5.62  | 
922  | Murdock         | 1     | 5.44  | 
923  | Reeva           | 3     | 5.29  | 
924  | Jorrie          | 4     | 5.98  | 
925  | Otes            | 1     | 5.65  | 
926  | Fitz            | 3     | 4.72  | 
927  | Jessica         | 2     | 4.71  | 
928  | Allsun          | 4     | 5.66  | 
929  | Jeromy          | 3     | 5.38  | 
930  | Addy            | 4     | 5.93  | 
931  | Lulu            | 1     | 4.51  | 
932  | Wylie           | 3     | 4.65  | 
933  | Anselm          | 1     | 5.05  | 
934  | Darnell         | 3     | 5.78  | 
935  | Jedd            | 2     | 4.79  | 
936  | Melodee         | 4     | 5.67  | 
937  | Kirbie          | 4     | 4.55  | 
938  | Mayne           | 3     | 4.67  | 
939  | Michele         | 2     | 5.21  | 
940  | Hercule         | 3     | 5.46  | 
941  | Alfonso         | 3     | 4.52  | 
942  | Welbie          | 3     | 5.22  | 
943  | Lovell          | 1     | 4.78  | 
944  | Martyn          | 3     | 4.82  | 
945  | Felicle         | 1     | 4.78  | 
946  | Steffane        | 1     | 5     | 
947  | Hester          | 1     | 5.1   | 
948  | Jonie           | 3     | 5.67  | 
949  | Sunny           | 2     | 5.34  | 
950  | Jilleen         | 4     | 5.05  | 
951  | Laure           | 3     | 5.37  | 
952  | Spike           | 4     | 4.6   | 
953  | Karon           | 3     | 5.89  | 
954  | Rockwell        | 3     | 4.96  | 
955  | Merrile         | 4     | 5.9   | 
956  | Priscella       | 1     | 4.94  | 
957  | Cordey          | 4     | 5.12  | 
958  | Garrard         | 1     | 4.95  | 
959  | Davide          | 2     | 5.45  | 
960  | Zeb             | 2     | 5.68  | 
961  | Baldwin         | 2     | 4.71  | 
962  | Solly           | 2     | 4.54  | 
963  | Alexia          | 3     | 4.86  | 
964  | Lonnard         | 4     | 5.85  | 
965  | Beatrice        | 1     | 4.65  | 
966  | Kinnie          | 2     | 5.24  | 
967  | Edik            | 2     | 5.54  | 
968  | Thacher         | 2     | 4.7   | 
969  | Bella           | 3     | 4.91  | 
970  | Eveleen         | 4     | 5.77  | 
971  | Con             | 3     | 5.19  | 
972  | Jeffrey         | 2     | 5.77  | 
973  | Maddalena       | 2     | 5.89  | 
974  | Sibylla         | 1     | 5.59  | 
975  | Ingra           | 3     | 4.76  | 
976  | Arley           | 3     | 5.62  | 
977  | Yolande         | 1     | 5.39  | 
978  | Chaddy          | 4     | 4.56  | 
979  | Burton          | 1     | 4.76  | 
980  | Jammal          | 4     | 4.78  | 
981  | Cletis          | 1     | 5.36  | 
982  | Tod             | 3     | 4.77  | 
983  | Gilli           | 2     | 5.31  | 
984  | Ricky           | 2     | 5.7   | 
985  | Deloria         | 3     | 5.5   | 
986  | Elvina          | 1     | 5.05  | 
987  | Svend           | 2     | 5.44  | 
988  | Homere          | 4     | 4.89  | 
989  | Virge           | 1     | 4.82  | 
990  | Orville         | 4     | 5.81  | 
991  | Roobbie         | 1     | 4.9   | 
992  | Annadiana       | 2     | 5.18  | 
993  | Corrie          | 1     | 4.72  | 
994  | Brennen         | 2     | 4.58  | 
995  | Garrik          | 3     | 4.51  | 
996  | Chiarra         | 1     | 5.88  | 
997  | Wenda           | 3     | 5.85  | 
998  | Sarah           | 1     | 5.27  | 
999  | Belva           | 2     | 5.34  | 
1000 | Kara-lynn       | 3     | 4.58  | 
---------------------------------------------------------------------------------------------------------
Rezultatai:
#    | Name            | Year  | Grade | Hash
---------------------------------------------------------------------------------------------------------
